App,Category,Rating,Reviews,Size,Installs,Free,Price,Content Rating,Genres_1,Genres_2,Last Updated,Current Ver,Android Ver
1800 Contacts - Lens Store,MEDICAL,4,23160,26000000,1000000,True,0.0,Everyone,Medical,nan,2018-07-27,7.4.1,5.0
Blood Pressure Log - MyDiary,MEDICAL,4,8348,2600000,500000,True,0.0,Everyone,Medical,nan,2018-04-13,1.4.6,4.0
PulsePoint Respond,MEDICAL,4,7837,21000000,100000,True,0.0,Everyone,Medical,nan,2018-07-31,2.4,4.1
Ovia Parenting & Baby Development Tracker,MEDICAL,4,6185,38000000,100000,True,0.0,Everyone,Medical,nan,2018-03-08,1.2.0,4.3
MyQuest for Patients,MEDICAL,4,3803,16000000,100000,True,0.0,Everyone,Medical,nan,2018-03-13,2.17,4.0
OptumRx,MEDICAL,3,1838,21000000,100000,True,0.0,Everyone,Medical,nan,2018-02-07,2.11.0,4.0.3
CVS Caremark,MEDICAL,3,3707,10000000,500000,True,0.0,Everyone,Medical,nan,2018-07-28,4.36,4.4
fred's Pharmacy,MEDICAL,3,315,22000000,100000,True,0.0,Everyone,Medical,nan,2017-10-10,1.0.02,4.0
Ada - Your Health Guide,MEDICAL,4,87418,14000000,1000000,True,0.0,Everyone,Medical,nan,2018-07-16,2.25.0,4.4
mySugr: the blood sugar tracker made just for you,MEDICAL,4,21189,36000000,1000000,True,0.0,Everyone,Medical,nan,2018-06-08,3.52.1,5.0
ClearCareGo Caregiver,MEDICAL,4,1746,16000000,50000,True,0.0,Everyone,Medical,nan,2018-07-25,2.1.3,4.1
Pregnancy Calculator and Tracker app,MEDICAL,4,69126,61000000,1000000,True,0.0,Everyone,Medical,nan,2018-01-06,2.6.1,4.1
All Mental disorders,MEDICAL,4,453,11000000,100000,True,0.0,Everyone,Medical,nan,2017-07-07,1.1,4.0.3
DreamMapper,MEDICAL,4,10710,8500000,100000,True,0.0,Everyone,Medical,nan,2018-03-07,2.15,5.0
ScriptSave WellRx Rx Discounts,MEDICAL,3,700,37000000,100000,True,0.0,Everyone,Medical,nan,2018-06-21,3.3.0,4.4
MoodSpace,MEDICAL,4,503,22000000,50000,True,0.0,Everyone,Medical,nan,2018-10-06,3.2.4,5.0
Pill Identifier and Drug list,MEDICAL,4,488,17000000,100000,True,0.0,Everyone,Medical,nan,2018-01-08,3.8,4.1
HealtheLife,MEDICAL,3,190,7700000,100000,True,0.0,Everyone,Medical,nan,2018-02-01,2.4.0,4.4
SonicCloud: Hearing App,MEDICAL,4,15,39000000,1000,True,0.0,Everyone,Medical,nan,2018-07-19,1.16.0,4.1
Migraine Buddy - The Migraine and Headache tracker,MEDICAL,4,26862,30000000,500000,True,0.0,Everyone,Medical,nan,2018-06-25,25.3.1,4.0.3
Period Tracker,MEDICAL,4,100082,3700000,1000000,True,0.0,Everyone,Medical,nan,2018-09-07,1.2.2,4.1
LabCorp | Patient,MEDICAL,3,27,28000000,10000,True,0.0,Everyone,Medical,nan,2018-04-19,1.0.0,4.1
Anatomy Learning - 3D Atlas,MEDICAL,4,72167,16000000,1000000,True,0.0,Everyone,Medical,nan,2018-07-18,2.0,4.1
Super Hearing Super Ear Amplifier,MEDICAL,4,21,20000000,1000,True,0.0,Everyone,Medical,nan,2018-11-06,1.1,4.1
Moodpath - Depression & Anxiety Test,MEDICAL,4,6035,8900000,100000,True,0.0,Everyone,Medical,nan,2018-05-07,1.2.0,4.4
Teach Me Anatomy,MEDICAL,4,9945,97000000,500000,True,0.0,Everyone,Medical,nan,2018-05-07,5.11,4.1
Baritastic - Bariatric Tracker,MEDICAL,4,4318,12000000,100000,True,0.0,Everyone,Medical,nan,2018-07-26,1.3.185,4.1
Brilliant Distinctions®,MEDICAL,2,78,72000000,50000,True,0.0,Everyone,Medical,nan,2018-06-27,2.2.12,4.4
98point6,MEDICAL,4,47,21000000,10000,True,0.0,Everyone,Medical,nan,2018-02-08,1.7.1 (946),5.0
MDLIVE: Talk to a Doctor 24/7,MEDICAL,3,650,27000000,100000,True,0.0,Everyone,Medical,nan,2018-07-23,4.23.0,4.4
Super Ear,MEDICAL,4,3498,6600000,100000,True,0.0,Everyone,Medical,nan,2018-01-05,1.7.2,4.0
VitusVet: Pet Health Care App,MEDICAL,4,3052,12000000,100000,True,0.0,Everyone,Medical,nan,2018-07-31,3.8.0,4.1
Banfield Pet Health Tracker,MEDICAL,4,1747,5900000,100000,True,0.0,Everyone,Medical,nan,2016-10-17,1.2.2,4.0
Dexcom G6,MEDICAL,3,45,20000000,5000,True,0.0,Everyone,Medical,nan,2018-07-16,1.2.3.2,6.0
Nurse Grid,MEDICAL,4,1686,15000000,100000,True,0.0,Everyone,Medical,nan,2018-07-30,2.9,4.4
Castlight Mobile,MEDICAL,3,529,26000000,100000,True,0.0,Everyone,Medical,nan,2018-07-30,4.4.7,5.0
Sanford Guide:Antimicrobial Rx,MEDICAL,4,1388,3300000,100000,True,0.0,Everyone,Medical,nan,2018-03-07,2.1.11,4.1
Davis's Drug Guide for Nurses,MEDICAL,4,572,44000000,50000,True,0.0,Everyone,Medical,nan,2018-07-13,4.3.2.315,4.4
Vargo Anesthesia Mega App,MEDICAL,4,92,32000000,1000,False,79.99,Everyone,Medical,nan,2018-06-18,19.0,4.0.3
Monash Uni Low FODMAP Diet,MEDICAL,4,1135,12000000,100000,False,9.0,Everyone,Medical,nan,2018-07-16,2.0.7,4.0
mySugr: the blood sugar tracker made just for you,MEDICAL,4,21189,36000000,1000000,True,0.0,Everyone,Medical,nan,2018-06-08,3.52.1,5.0
live Point,MEDICAL,3,54,17000000,5000,True,0.0,Mature 17+,Medical,nan,2018-03-07,2.6.5,4.1
Tarascon Pharmacopoeia,MEDICAL,4,275,5800000,10000,True,0.0,Everyone 10+,Medical,nan,2018-03-16,3.16.4.1669,4.4
Official NBSTSA CST Exam Prep,MEDICAL,4,2159,11000000,10000,True,0.0,Everyone,Medical,nan,2018-05-17,4.5.1,4.4
EMT-B Pocket Prep,MEDICAL,4,2951,16000000,50000,True,0.0,Everyone,Medical,nan,2018-11-07,4.5.2,4.4
Human Anatomy Atlas 2018: Complete 3D Human Body,MEDICAL,4,2921,25000000,100000,False,24.99,Everyone,Medical,nan,2018-05-25,2018.5.47,5.0
5-Minute Clinical Consult,MEDICAL,4,84,6100000,10000,True,0.0,Everyone,Medical,nan,2017-11-12,2.7.36,4.1
"Pzizz - Sleep, Nap, Focus",MEDICAL,4,5521,22000000,100000,True,0.0,Everyone,Medical,nan,2018-01-07,4.9.6,4.1
HESI A2 Pocket Prep,MEDICAL,4,2108,28000000,50000,True,0.0,Everyone,Medical,nan,2018-02-05,4.5.1,4.4
Johns Hopkins Guides ABX...,MEDICAL,4,73,6300000,10000,True,0.0,Everyone,Medical,nan,2017-08-12,2.7.36,4.1
ASCCP Mobile,MEDICAL,4,63,25000000,10000,False,9.99,Everyone,Medical,nan,2016-03-10,2.1.1,2.2
FP Notebook,MEDICAL,4,408,60000000,50000,True,0.0,Everyone,Medical,nan,2018-03-24,2.1.0.372,4.4
Paramedic Protocol Provider,MEDICAL,4,171,20000000,10000,False,10.0,Everyone 10+,Medical,nan,2017-09-21,1.8.3,4.1
5 Minute Clinical Consult 2019 - #1 for 25 years,MEDICAL,4,33,8000000,10000,True,0.0,Everyone,Medical,nan,2018-02-05,2.6.2,4.2
Open Sesame - Touch Free Control,MEDICAL,4,197,20000000,10000,True,0.0,Everyone,Medical,nan,2018-02-08,3.5.7,7.0
Davis's Drug Guide,MEDICAL,3,272,6400000,50000,True,0.0,Everyone,Medical,nan,2017-11-12,2.7.36,4.1
Deep Sleep and Relax Hypnosis,MEDICAL,4,4852,34000000,100000,True,0.0,Everyone,Medical,nan,2013-10-22,1.3,2.2
2017 EMRA Antibiotic Guide,MEDICAL,4,12,3800000,1000,False,16.99,Everyone,Medical,nan,2017-01-27,1.0.5,4.0.3
Essential Anatomy 3,MEDICAL,4,1533,42000000,50000,False,11.99,Mature 17+,Medical,nan,2014-07-08,1.1.3,4.0.3
EMT PASS,MEDICAL,3,51,2400000,1000,False,29.99,Everyone,Medical,nan,2014-10-22,2.0.2,4.0
Christella VoiceUp,MEDICAL,4,38,70000000,5000,True,0.0,Everyone,Medical,nan,2018-12-07,2.1.4,4.1
Block Buddy,MEDICAL,4,15,5000000,1000,False,14.99,Everyone,Medical,nan,2018-01-08,7.6.14,4.0
Complete Anatomy for Android,MEDICAL,4,90,21000000,1000,True,0.0,Everyone,Medical,nan,2018-11-07,1.0.0,7.0
GlassesOff,MEDICAL,3,1288,38000000,100000,True,0.0,Everyone,Medical,nan,2018-10-07,1.0.0.10,3.0
e-Anatomy,MEDICAL,4,1545,74000000,100000,True,0.0,Everyone,Medical,nan,2018-07-30,4.8.2,4.0.3
EMT Review Plus,MEDICAL,4,199,1800000,10000,False,11.99,Everyone,Medical,nan,2018-06-27,3.0.5,4.4W
Registered Dietitian Pocket Prep,MEDICAL,4,283,12000000,5000,True,0.0,Everyone,Medical,nan,2018-12-07,4.5.3,4.4
Paramedic Pocket Prep,MEDICAL,4,460,13000000,10000,True,0.0,Everyone,Medical,nan,2018-12-07,4.5.2,4.4
Pedi STAT,MEDICAL,4,129,2900000,10000,False,5.49,Everyone,Medical,nan,2018-06-04,3.0.1.0,4.1
AnatomyMapp,MEDICAL,4,80,48000000,5000,False,14.99,Everyone,Medical,nan,2013-05-11,1.0,3.0
Diabetes & Diet Tracker,MEDICAL,4,395,19000000,1000,False,9.99,Everyone,Medical,nan,2018-07-16,6.5.1,5.0
A Manual of Acupuncture,MEDICAL,3,214,68000000,1000,False,33.99,Everyone,Medical,nan,2017-02-10,2.1.35,4.0
5 Minute Veterinary Consult: Canine & Feline,MEDICAL,2,17,6800000,1000,True,0.0,Everyone,Medical,nan,2018-03-29,2.6,4.2
Wide address pocket prep,MEDICAL,4,513,12000000,5000,True,0.0,Everyone,Medical,nan,2018-11-07,4.5.2,4.4
Nursing Central,MEDICAL,4,168,5800000,10000,True,0.0,Everyone,Medical,nan,2018-01-29,2.7.38,4.1
PTA Content Master,MEDICAL,4,64,41000000,1000,False,29.99,Everyone,Medical,nan,2015-12-22,2.1,2.2
"Muscle Premium - Human Anatomy, Kinesiology, Bones",MEDICAL,4,168,25000000,10000,False,24.99,Everyone,Medical,nan,2017-11-08,7.1.17,4.4
Tinnitus Alleviator,MEDICAL,3,82,42000000,5000,True,0.0,Everyone,Medical,nan,2017-12-23,1.6.17,4.1
"Cardiac diagnosis (heart rate, arrhythmia)",MEDICAL,4,8,6500000,100,False,12.99,Everyone,Medical,nan,2018-07-25,7,3.0
PMHNP-BC Pocket Prep,MEDICAL,4,112,13000000,1000,True,0.0,Everyone,Medical,nan,2018-12-07,4.5.2,4.4
Dialysis of Drugs,MEDICAL,2,92,1500000,10000,True,0.0,Everyone,Medical,nan,2018-06-15,3.1-2018 – (13),4.0
abeoCoder,MEDICAL,3,83,3200000,10000,True,0.0,Everyone,Medical,nan,2018-07-30,6.6,4.1
Saunders Comprehensive Review NCLEX-PN Examination,MEDICAL,3,3,7700000,5000,True,0.0,Everyone,Medical,nan,2018-07-16,2.7.6,5.0
LTC AS Legal,MEDICAL,4,6,1300000,100,False,39.99,Everyone,Medical,nan,2018-04-04,3.0.1,4.1
Lippincott Nursing Advisor,MEDICAL,3,343,26000000,50000,True,0.0,Everyone,Medical,nan,2018-01-05,3.3.1,4.1
Medical ID - In Case of Emergency (ICE),MEDICAL,4,717,5400000,5000,False,5.99,Everyone,Medical,nan,2018-05-31,6.5.0,5.0
Official NBSTSA CSFA Exam Prep,MEDICAL,4,137,11000000,1000,True,0.0,Everyone,Medical,nan,2018-05-17,4.5.1,4.4
IBM Micromedex Drug Info,MEDICAL,3,206,9500000,10000,False,2.99,Everyone,Medical,nan,2018-04-25,1.17.0,4.0
Hospitalist Handbook,MEDICAL,4,12,18000000,1000,False,19.99,Everyone,Medical,nan,2017-05-06,6.0.4,4.1
JH Blood Pressure Monitor,MEDICAL,3,9,2900000,500,True,0.0,Everyone,Medical,nan,2018-07-21,1.1,4.0.3
Sway Medical,MEDICAL,5,3,22000000,100,True,0.0,Everyone,Medical,nan,2018-07-25,3.0.0,5.0
Exposure Ed,MEDICAL,3,2,16000000,500,True,0.0,Everyone,Medical,nan,2018-07-17,1.2.9,4.4
Nucleus Smart,MEDICAL,3,20,19000000,1000,True,0.0,Everyone,Medical,nan,2018-06-27,1.830.0.564-(e405bb2),5.0
Cochrane Library,MEDICAL,3,3,10000000,100,True,0.0,Everyone,Medical,nan,2018-07-17,1.5.0,4.1
Labs on Demand,MEDICAL,5,1,22000000,10,True,0.0,Everyone,Medical,nan,2018-03-08,1.2,4.2
Dermatology Atlas (Colored & Illustrative),MEDICAL,5,3,20000000,100,True,0.0,Everyone,Medical,nan,2018-07-19,1.0,4.1
Tablet Reminder,MEDICAL,5,4,2500000,5,True,0.0,Everyone,Medical,nan,2018-03-08,1.0,4.1
Galaxies of Hope,MEDICAL,5,2,24000000,50,True,0.0,Everyone,Medical,nan,2018-07-27,1.0,4.1
KBA-EZ Health Guide,MEDICAL,5,4,25000000,1,True,0.0,Everyone,Medical,nan,2018-02-08,1.0.72,4.0.3
FoothillsVet,MEDICAL,5,2,29000000,50,True,0.0,Everyone,Medical,nan,2018-11-07,300000.1.11,4.0.3
PrimeDelivery,MEDICAL,5,3,53000000,10,True,0.0,Everyone,Medical,nan,2018-07-13,0.1,4.1
You're an Anime,MEDICAL,5,2,83000000,10,True,0.0,Everyone,Medical,nan,2018-12-07,1.0,5.0
Anatomy & Physiology Vocabulary Exam Review App,MEDICAL,5,1,4600000,5,True,0.0,Everyone,Medical,nan,2018-02-08,2.0,4.0
CT Scan Cross Sectional Anatomy,MEDICAL,4,10,46000000,100,True,0.0,Everyone,Medical,nan,2018-07-19,5.0.16,4.1
VetCode,MEDICAL,4,28,5700000,5000,True,0.0,Everyone,Medical,nan,2018-07-07,1.0,4.4
NCLEX Multi-topic Nursing Exam Review-Quiz & notes,MEDICAL,5,1,4200000,10,True,0.0,Everyone,Medical,nan,2018-07-24,1.0,4.0.3
Pediatric Nursing,MEDICAL,4,14,7000000,100,True,0.0,Everyone,Medical,nan,2018-07-13,PN.1.0,4.0.3
Interpret Chest X-Ray With 100 Cases,MEDICAL,4,5,11000000,100,True,0.0,Everyone,Medical,nan,2018-03-08,1.0,4.1
Basics of Orthopaedics,MEDICAL,5,1,5600000,10,True,0.0,Everyone,Medical,nan,2018-07-27,1.0,4.1
Familyfirst Messenger,MEDICAL,4,1,3300000,10,True,0.0,Everyone,Medical,nan,2018-12-07,0.1.2,4.4
Clinic Doctor EHr,MEDICAL,5,2,7100000,5,True,0.0,Everyone,Medical,nan,2018-03-08,1.0.51.0.3,8.0
Teladoc Member,MEDICAL,4,2094,23000000,500000,True,0.0,Everyone,Medical,nan,2018-07-26,3.19,4.3
Anthem BC Anywhere,MEDICAL,2,496,24000000,100000,True,0.0,Everyone,Medical,nan,2018-07-27,8.0.226,4.4
Ada - Your Health Guide,MEDICAL,4,87418,14000000,1000000,True,0.0,Everyone,Medical,nan,2018-07-16,2.25.0,4.4
My Cancer Coach,MEDICAL,4,44,34000000,10000,True,0.0,Everyone,Medical,nan,2018-12-04,3.4.0.10,4.0.3
IHSS Help,MEDICAL,4,10,4300000,1000,True,0.0,Everyone,Medical,nan,2018-05-06,1.0,5.0
mobileRx Pharmacy,MEDICAL,2,124,43000000,10000,True,0.0,Everyone,Medical,nan,2017-01-13,3.0.2,3.0
Youper - AI Therapy,MEDICAL,4,2014,69000000,50000,True,0.0,Everyone,Medical,nan,2018-03-08,6.02.000,6.0
MoodSpace,MEDICAL,4,503,22000000,50000,True,0.0,Everyone,Medical,nan,2018-10-06,3.2.4,5.0
Super Hearing Super Ear Amplifier,MEDICAL,4,21,20000000,1000,True,0.0,Everyone,Medical,nan,2018-11-06,1.1,4.1
BURST Professionals,MEDICAL,4,11,25000000,1000,True,0.0,Everyone,Medical,nan,2018-01-17,1.0.7,4.2
LactMed,MEDICAL,4,573,2000000,100000,True,0.0,Everyone,Medical,nan,2017-01-06,3.1,3.0
ScriptSave WellRx Rx Discounts,MEDICAL,3,700,37000000,100000,True,0.0,Everyone,Medical,nan,2018-06-21,3.3.0,4.4
Blue CareOnDemand,MEDICAL,4,163,40000000,10000,True,0.0,Everyone,Medical,nan,2018-06-29,10.4.1.015_05,4.0.3
PulsePoint AED,MEDICAL,4,330,17000000,50000,True,0.0,Everyone,Medical,nan,2018-07-31,1.12,4.0.3
All Mental disorders,MEDICAL,4,453,11000000,100000,True,0.0,Everyone,Medical,nan,2017-07-07,1.1,4.0.3
Deaf Interpreter,MEDICAL,3,24,4400000,1000,True,0.0,Everyone,Medical,nan,2017-09-26,5.51,3.0
Nurse Grid,MEDICAL,4,1686,15000000,100000,True,0.0,Everyone,Medical,nan,2018-07-30,2.9,4.4
High Blood Pressure Symptoms,MEDICAL,4,531,2300000,100000,True,0.0,Everyone,Medical,nan,2015-01-18,1.0,3.0
MedStar eVisit,MEDICAL,4,20,40000000,5000,True,0.0,Everyone,Medical,nan,2018-10-04,10.4.1.000_00,4.0.3
Blood Pressure(BP) Diary,MEDICAL,3,3596,8400000,1000000,True,0.0,Everyone,Medical,nan,2018-07-18,4.0.9,4.0.3
REDCap Mobile App,MEDICAL,4,56,11000000,10000,True,0.0,Everyone,Medical,nan,2018-07-31,3.0.8,4.3
JH Blood Pressure Monitor,MEDICAL,3,9,2900000,500,True,0.0,Everyone,Medical,nan,2018-07-21,1.1,4.0.3
VITAS Hospice Referral App for Healthcare Pros,MEDICAL,4,27,15000000,5000,True,0.0,Everyone,Medical,nan,2018-07-20,2.5.0 b665,5.0
AAFP,MEDICAL,3,63,24000000,10000,True,0.0,Everyone,Medical,nan,2018-06-22,2.3.1,5.0
Anthem Anywhere,MEDICAL,2,2657,24000000,500000,True,0.0,Everyone,Medical,nan,2018-07-27,8.0.226,4.4
Sway Medical,MEDICAL,5,3,22000000,100,True,0.0,Everyone,Medical,nan,2018-07-25,3.0.0,5.0
Airway Ex - Intubate. Anesthetize. Train.,MEDICAL,4,123,86000000,10000,True,0.0,Everyone,Medical,nan,2018-01-06,0.6.88,5.0
fred's Pharmacy,MEDICAL,3,315,22000000,100000,True,0.0,Everyone,Medical,nan,2017-10-10,1.0.02,4.0
420 BZ Budeze Delivery,MEDICAL,5,2,11000000,100,True,0.0,Mature 17+,Medical,nan,2018-06-06,1.0.1,4.1
Fever Meter,MEDICAL,3,26,975000,5000,True,0.0,Everyone,Medical,nan,2015-10-05,1.1,2.2
Super Ear Super Hearing,MEDICAL,4,122,980000,10000,True,0.0,Everyone,Medical,nan,2018-07-13,1.4,4.0
Blood Pressure Monitor,MEDICAL,4,17,6000000,10000,True,0.0,Everyone,Medical,nan,2017-02-25,1.0.1,4.4
BELONG Beating Cancer Together,MEDICAL,4,623,20000000,50000,True,0.0,Teen,Medical,nan,2018-07-29,4.0.5,4.3
BP Journal - Blood Pressure Diary,MEDICAL,5,6,26000000,1000,True,0.0,Everyone,Medical,nan,2018-05-25,1.0.32,4.4
TelaDoc,MEDICAL,4,6,13000000,1000,True,0.0,Everyone,Medical,nan,2018-03-31,1.3.0,5.0
Blood Pressure - Stay Healthy,MEDICAL,4,7,2700000,1000,True,0.0,Everyone,Medical,nan,2018-04-16,43.0,4.0.3
ConnectLine,MEDICAL,3,253,4200000,50000,True,0.0,Everyone,Medical,nan,2016-12-09,1.3.4,2.3.3
Club,MEDICAL,4,3786,28000000,50000,True,0.0,Everyone,Medical,nan,2018-07-16,4.4.3,4.0.3
Zen Leaf,MEDICAL,5,1,6100000,100,True,0.0,Mature 17+,Medical,nan,2018-08-03,2.3.5,4.1
Homeopathic Medicine Finder,MEDICAL,3,10,15000000,1000,True,0.0,Everyone,Medical,nan,2017-11-20,0.0.1,4.0
Patient Portal,MEDICAL,2,66,1200000,50000,True,0.0,Everyone,Medical,nan,2016-10-25,1.0,4.0.3
Nemours CareConnect,MEDICAL,4,65,37000000,10000,True,0.0,Everyone,Medical,nan,2018-05-04,10.4.1.000_00,4.0.3
Banfield Pet Health Tracker,MEDICAL,4,1747,5900000,100000,True,0.0,Everyone,Medical,nan,2016-10-17,1.2.2,4.0
tökr,MEDICAL,4,17,14000000,1000,True,0.0,Everyone,Medical,nan,2018-11-07,1.9.0.0,4.1
Low Blood Pressure Symptoms,MEDICAL,4,28,2300000,10000,True,0.0,Everyone,Medical,nan,2015-01-20,1.0,3.0
Hypertension High blood pressure,MEDICAL,3,292,2700000,100000,True,0.0,Everyone,Medical,nan,2018-04-16,43.0,4.0.3
Fever Care,MEDICAL,3,19,2200000,5000,True,0.0,Everyone,Medical,nan,2018-12-05,1.4.15-free,4.0.3
1800 Contacts - Lens Store,MEDICAL,4,23160,26000000,1000000,True,0.0,Everyone,Medical,nan,2018-07-27,7.4.1,5.0
"Messages, Text and Video Chat for Messenger",SOCIAL,4,49173,4000000,10000000,True,0.0,Everyone,Social,nan,2018-04-06,1.24,4.1
All Social Networks,SOCIAL,4,22492,1500000,1000000,True,0.0,Everyone,Social,nan,2018-05-21,2.4.12,4.0
Social network all in one 2018,SOCIAL,4,1403,3700000,100000,True,0.0,Everyone,Social,nan,2018-01-30,1.0,4.0
The Messenger App,SOCIAL,4,4919,2800000,1000000,True,0.0,Everyone,Social,nan,2018-03-08,0.1.1,4.1
Messenger Pro,SOCIAL,4,13762,3900000,1000000,True,0.0,Everyone,Social,nan,2018-09-05,1.0.2,4.1
"Free Messages, Video, Chat,Text for Messenger Plus",SOCIAL,4,6086,3100000,1000000,True,0.0,Teen,Social,nan,2018-06-14,1.0.9,4.3
The Video Messenger App,SOCIAL,4,1200,2800000,100000,True,0.0,Everyone,Social,nan,2018-02-08,0.1.1,4.1
Jodel - The Hyperlocal App,SOCIAL,4,76480,20000000,1000000,True,0.0,Mature 17+,Social,nan,2018-06-08,4.95.4,5.0
Who Viewed My Facebook Profile - Stalkers Visitors,SOCIAL,4,271445,9900000,5000000,True,0.0,Everyone,Social,nan,2018-06-24,4.1.1,4.0.3
"Hide Something - Photo, Video",SOCIAL,4,225103,5300000,5000000,True,0.0,Everyone,Social,nan,2018-06-13,5.1.1,4.1
Love Sticker,SOCIAL,4,33177,10000000,1000000,True,0.0,Everyone,Social,nan,2018-12-06,2.1.6,4.0
Web Browser & Fast Explorer,SOCIAL,4,54768,2600000,5000000,True,0.0,Everyone,Social,nan,2018-05-16,3.6.1,4.0.3
VidStatus app - Status Videos & Status Downloader,SOCIAL,4,25562,31000000,5000000,True,0.0,Teen,Social,nan,2018-02-08,2.6.10,4.1
Love Images,SOCIAL,4,16404,2300000,1000000,True,0.0,Everyone,Social,nan,2018-06-24,1.6,2.3
Web Browser ( Fast & Secure Web Explorer),SOCIAL,4,2508,6000000,500000,True,0.0,Everyone,Social,nan,2017-11-20,2.0.1,4.0.3
SPARK - Live random video chat & meet new people,SOCIAL,4,79658,17000000,5000000,True,0.0,Mature 17+,Social,nan,2018-06-08,2.1.3.2,4.3
Golden telegram,SOCIAL,4,374,20000000,50000,True,0.0,Everyone,Social,nan,2018-07-30,T4.6.5-tl2.0.1,4.1
Amino: Communities and Chats,SOCIAL,4,1259075,62000000,10000000,True,0.0,Teen,Social,nan,2018-07-20,1.8.19179,4.0.3
Meet – Talk to Strangers Using Random Video Chat,SOCIAL,4,60562,15000000,5000000,True,0.0,Mature 17+,Social,nan,2018-06-08,1.3.2,4.3
"💘 WhatsLov: Smileys of love, stickers and GIF",SOCIAL,4,22098,18000000,1000000,True,0.0,Everyone,Social,nan,2018-07-24,4.2.4,4.0.3
Phone Tracker : Family Locator,SOCIAL,4,231325,5400000,10000000,True,0.0,Everyone,Social,nan,2018-02-08,4.81,4.0
HTC Social Plugin - Facebook,SOCIAL,3,13223,2800000,10000000,True,0.0,Mature 17+,Social,nan,2016-08-06,8.00.752746,4.4
Periscope - Live Video,SOCIAL,4,479908,15000000,10000000,True,0.0,Mature 17+,Social,nan,2018-09-07,1.23.3.0,4.4
Kate Mobile for VK,SOCIAL,4,540930,5300000,10000000,True,0.0,Teen,Social,nan,2018-07-23,50.2 lite,2.2
Moment,SOCIAL,4,19583,37000000,1000000,True,0.0,Teen,Social,nan,2018-01-08,5.2.1,4.4
Meetup,SOCIAL,4,79129,23000000,5000000,True,0.0,Teen,Social,nan,2018-02-08,3.10.26,4.4
textPlus: Free Text & Calls,SOCIAL,4,382120,28000000,10000000,True,0.0,Everyone,Social,nan,2018-07-26,7.3.1,4.1
"Free phone calls, free texting SMS on free number",SOCIAL,4,412725,35000000,10000000,True,0.0,Everyone,Social,nan,2018-07-31,3.8.1,4.1
"ooVoo Video Calls, Messaging & Stories",SOCIAL,4,1157004,34000000,50000000,True,0.0,Everyone,Social,nan,2017-10-16,4.2.1,4.3
Blogger,SOCIAL,3,138026,2700000,5000000,True,0.0,Mature 17+,Social,nan,2016-02-29,2.1.3,2.1
Blogaway for Android (Blogger),SOCIAL,3,4253,4099999,100000,True,0.0,Teen,Social,nan,2018-05-31,7.0.7,4.0.3
YouNow: Live Stream Video Chat,SOCIAL,4,309872,85000000,10000000,True,0.0,Teen,Social,nan,2018-03-08,14.0.13,4.1
Periscope - Live Video,SOCIAL,4,479909,15000000,10000000,True,0.0,Mature 17+,Social,nan,2018-09-07,1.23.3.0,4.4
Mirrativ: Live Stream Any App,SOCIAL,4,17955,89000000,500000,True,0.0,Teen,Social,nan,2018-02-08,7.23.4,4.1
Nextdoor - Local neighborhood news & classifieds,SOCIAL,4,51502,20000000,5000000,True,0.0,Teen,Social,nan,2018-07-25,2.69,5.0
Banjo,SOCIAL,4,58341,9300000,1000000,True,0.0,Everyone,Social,nan,2015-07-25,4.6.2.0,2.3
"ooVoo Video Calls, Messaging & Stories",SOCIAL,4,1157003,34000000,50000000,True,0.0,Everyone,Social,nan,2017-10-16,4.2.1,4.3
Timehop,SOCIAL,4,161610,16000000,5000000,True,0.0,Teen,Social,nan,2018-05-08,4.5.3,4.1
Couple - Relationship App,SOCIAL,4,33249,8400000,1000000,True,0.0,Everyone,Social,nan,2015-05-03,1.8.0,2.3
Nextdoor - Local neighborhood news & classifieds,SOCIAL,4,51504,20000000,5000000,True,0.0,Teen,Social,nan,2018-07-25,2.69,5.0
LOVOO,SOCIAL,4,852455,68000000,10000000,True,0.0,Mature 17+,Social,nan,2018-03-08,27.0,4.2
"Jaumo Dating, Flirt & Live Video",SOCIAL,4,900064,13000000,10000000,True,0.0,Mature 17+,Social,nan,2018-07-31,4.17.2,4.1
Patook - make platonic friends,SOCIAL,4,3677,50000000,100000,True,0.0,Mature 17+,Social,nan,2018-06-21,10.6.3,5.0
Meetup,SOCIAL,4,79129,23000000,5000000,True,0.0,Teen,Social,nan,2018-02-08,3.10.26,4.4
textPlus: Free Text & Calls,SOCIAL,4,382121,28000000,10000000,True,0.0,Everyone,Social,nan,2018-07-26,7.3.1,4.1
uCiC- Videos and Photos on demand,SOCIAL,4,2052,7000000,100000,True,0.0,Teen,Social,nan,2017-09-27,2.16,4.4
Meetup,SOCIAL,4,79130,23000000,5000000,True,0.0,Teen,Social,nan,2018-02-08,3.10.26,4.4
LOVOO,SOCIAL,4,852455,68000000,10000000,True,0.0,Mature 17+,Social,nan,2018-03-08,27.0,4.2
"Jaumo Dating, Flirt & Live Video",SOCIAL,4,900064,13000000,10000000,True,0.0,Mature 17+,Social,nan,2018-07-31,4.17.2,4.1
"Mico- Stranger Chat Random video Chat, Live, Meet",SOCIAL,4,624557,56000000,10000000,True,0.0,Mature 17+,Social,nan,2018-07-27,5.4.7.1,4.3
