,App,Category,Rating,Reviews,Size,Installs,Free,Price,Content Rating,Genres_1,Genres_2,Last Updated,Current Ver,Android Ver
689,Mummatikabalkuragi,EVENTS,4,69,334000,1000,TRUE,0,Teen,Events,nan,2018-07-22 00:00:00,1.0,4.0
690,"Gametime - Tickets to Sports, Concerts, Theater",EVENTS,4,8800,24000000,1000000,TRUE,0,Everyone,Events,nan,2018-07-17 00:00:00,11.1.1,5.0
691,"PTI Flex Maker, Photo Frame Editor & Songs 2018",EVENTS,4,99,13000000,10000,TRUE,0,Everyone,Events,nan,2018-06-07 00:00:00,1.1,4.2
692,Birthdays & Other Events,EVENTS,4,456,2800000,50000,TRUE,0,Everyone,Events,nan,2018-06-21 00:00:00,1.75,2.3.3
693,vide-greniers.org,EVENTS,4,5839,3500000,100000,TRUE,0,Everyone,Events,nan,2016-08-11 00:00:00,16.11.8,2.3.3
694,SUMMER SONIC app,EVENTS,5,4,61000000,500,TRUE,0,Everyone,Events,nan,2018-07-24 00:00:00,1.0,4.4
695,Quake & Volcanoes: 3D Globe of Volcanic Eruptions,EVENTS,4,663,6000000,100000,TRUE,0,Everyone,Events,nan,2017-10-14 00:00:00,1.1.3,4.1
696,Prosperity,EVENTS,5,16,2300000,100,TRUE,0,Everyone,Events,nan,2018-09-07 00:00:00,1.14,2.0
697,Picktrainer: India's largest photo contest app,EVENTS,4,1065,9000000,100000,TRUE,0,Everyone,Events,nan,2018-05-31 00:00:00,1.3.2,4.1
698,Emmabodafestivalen,EVENTS,4,12,29000000,1000,TRUE,0,Everyone 10+,Events,nan,2018-06-28 00:00:00,42.0,4.2
699,KudaGo - things to do in NY,EVENTS,4,4298,4400000,100000,TRUE,0,Everyone,Events,nan,2017-04-27 00:00:00,2.2.2,4.0
700,Mindvalley U Tallinn 2018,EVENTS,5,1,21000000,100,TRUE,0,Everyone,Events,nan,2018-03-07 00:00:00,1.0.5,4.4
701,Freitas Auctioneer Official,EVENTS,3,100,27000000,50000,TRUE,0,Everyone,Events,nan,2017-12-15 00:00:00,1.0.11,4.0.3
702,"Xceed - Clubs, DJs, Festivals & Tickets",EVENTS,4,399,24000000,100000,TRUE,0,Everyone,Events,nan,2018-03-08 00:00:00,Cannonau 3.11.11,5.0
703,Arab Halls - For Wedding & Events,EVENTS,4,28,6300000,1000,TRUE,0,Everyone,Events,nan,2018-05-20 00:00:00,8.0bld14,4.1
704,Endurance Lifestyle,EVENTS,4,7,3800000,500,TRUE,0,Teen,Events,nan,2017-10-07 00:00:00,2.1,4.2
705,Citibanamex Movil,FINANCE,3,52306,42000000,5000000,TRUE,0,Everyone,Finance,nan,2018-07-27 00:00:00,20.1.0,5.0
706,KTB Netbank,FINANCE,3,42644,19000000,5000000,TRUE,0,Everyone,Finance,nan,2018-06-28 00:00:00,8.18,4.2
707,Mobile Bancomer,FINANCE,4,278082,70000000,10000000,TRUE,0,Everyone,Finance,nan,2018-07-30 00:00:00,10.78,4.0.3
708,Nedbank Money,FINANCE,4,6076,32000000,500000,TRUE,0,Everyone,Finance,nan,2018-07-28 00:00:00,4.1.1-0-prod,4.2
709,SCB EASY,FINANCE,4,112656,93000000,5000000,TRUE,0,Everyone,Finance,nan,2018-07-19 00:00:00,3.9.0,4.1
710,Itau bank,FINANCE,4,957973,40000000,10000000,TRUE,0,Everyone,Finance,nan,2018-07-30 00:00:00,6.5.7,4.2
711,IKO,FINANCE,4,167168,20000000,1000000,TRUE,0,Everyone,Finance,nan,2018-04-07 00:00:00,3.115.27,4.1
712,Cash App,FINANCE,4,34428,15000000,10000000,TRUE,0,Everyone,Finance,nan,2018-02-08 00:00:00,2.31.1,5.0
713,Standard Bank / Stanbic Bank,FINANCE,3,15247,28000000,1000000,TRUE,0,Everyone,Finance,nan,2018-07-13 00:00:00,3.0.5,4.0.3
714,Bualuang mBanking,FINANCE,4,48445,10000000,5000000,TRUE,0,Everyone,Finance,nan,2018-07-16 00:00:00,2.6.0,4.0.3
715,MyMo by GSB,FINANCE,4,21996,14000000,1000000,TRUE,0,Everyone,Finance,nan,2018-07-19 00:00:00,1.17.2,4.0.3
716,Ecobank Mobile Banking,FINANCE,4,12073,42000000,1000000,TRUE,0,Everyone,Finance,nan,2018-05-25 00:00:00,3.3,4.2
717,Banorte Movil,FINANCE,4,111632,65000000,1000000,TRUE,0,Everyone,Finance,nan,2018-09-06 00:00:00,5.10.1.40699,4.4
718,Wells Fargo Mobile,FINANCE,4,250706,37000000,10000000,TRUE,0,Everyone,Finance,nan,2018-07-31 00:00:00,6.8.0.109,5.0
719,BZWBK24 mobile,FINANCE,4,64959,39000000,1000000,TRUE,0,Everyone,Finance,nan,2018-06-18 00:00:00,5.0.1,4.1
720,PayPal,FINANCE,4,659741,47000000,50000000,TRUE,0,Everyone,Finance,nan,2018-07-18 00:00:00,6.28.0,4.4
721,Capital One® Mobile,FINANCE,4,510392,79000000,10000000,TRUE,0,Everyone,Finance,nan,2018-01-08 00:00:00,5.38.1,5.0
722,Zenith Bank Mobile App,FINANCE,4,7215,18000000,1000000,TRUE,0,Everyone,Finance,nan,2018-07-23 00:00:00,2.7.4,4.0
723,Post Bank,FINANCE,4,60449,100000000,1000000,TRUE,0,Everyone,Finance,nan,2018-07-23 00:00:00,2.9.12,4.0
724,İşCep,FINANCE,4,381788,32000000,10000000,TRUE,0,Everyone,Finance,nan,2018-02-08 00:00:00,3.22.0,4.1
725,People's Bank,FINANCE,3,10697,46000000,1000000,TRUE,0,Everyone,Finance,nan,2018-07-18 00:00:00,3.22.1,4.1
726,Transfer,FINANCE,4,31804,9800000,5000000,TRUE,0,Everyone,Finance,nan,2018-07-27 00:00:00,3.1.6.12,4.0
727,T-Mobile in,FINANCE,3,3856,8199999,1000000,TRUE,0,Everyone,Finance,nan,2018-07-31 00:00:00,3.2.1,4.4
728,Bank of Brazil,FINANCE,4,1336246,39000000,10000000,TRUE,0,Everyone,Finance,nan,2018-03-08 00:00:00,6.39.1.4,4.1
729,WiseBanyan - Invest For Free,FINANCE,4,257,44000000,10000,TRUE,0,Everyone,Finance,nan,2018-07-31 00:00:00,2.2.12,4.4W
730,Wells Fargo Daily Change,FINANCE,4,283,5000000,100000,TRUE,0,Everyone,Finance,nan,2018-04-26 00:00:00,2.5.0.26,5.0
731,"Even - organize your money, get paid early",FINANCE,4,12304,21000000,100000,TRUE,0,Everyone,Finance,nan,2018-02-08 00:00:00,6.0.16,5.0
732,Digit Save Money Automatically,FINANCE,4,8188,22000000,100000,TRUE,0,Everyone,Finance,nan,2018-07-31 00:00:00,2.29.01,4.1
733,Stash: Invest. Learn. Save.,FINANCE,4,11919,23000000,1000000,TRUE,0,Everyone,Finance,nan,2018-07-27 00:00:00,1.13.2.11,4.4
734,Expense IQ Money Manager,FINANCE,4,21570,27000000,1000000,TRUE,0,Everyone,Finance,nan,2018-06-19 00:00:00,2.0.4,4.0
735,Wells Fargo Daily Change,FINANCE,4,283,5000000,100000,TRUE,0,Everyone,Finance,nan,2018-04-26 00:00:00,2.5.0.26,5.0
736,"Prism Pay Bills, Track Money, Personal Finance",FINANCE,4,16961,32000000,500000,TRUE,0,Everyone,Finance,nan,2018-04-08 00:00:00,2.12.100,4.1
737,Monefy - Money Manager,FINANCE,4,111254,7400000,1000000,TRUE,0,Everyone,Finance,nan,2018-03-07 00:00:00,1.8.9,4.0
738,Simple - Better Banking,FINANCE,4,7731,24000000,100000,TRUE,0,Everyone,Finance,nan,2018-02-08 00:00:00,2.53.2,5.0
739,Chime - Mobile Banking,FINANCE,4,5928,22000000,500000,TRUE,0,Everyone,Finance,nan,2018-07-22 00:00:00,5.1.1,5.0
740,Walmart MoneyCard,FINANCE,4,6148,10000000,1000000,TRUE,0,Everyone,Finance,nan,2018-01-06 00:00:00,1.14.1,4.1
741,Moven - Smart Finances,FINANCE,3,861,17000000,100000,TRUE,0,Everyone,Finance,nan,2018-05-29 00:00:00,3.3.9,4.4
742,Qapital - Save Small. Live Large,FINANCE,4,8662,38000000,100000,TRUE,0,Everyone,Finance,nan,2018-07-20 00:00:00,2.5.7,4.4
743,Experian - Free Credit Report,FINANCE,4,23130,46000000,1000000,TRUE,0,Everyone,Finance,nan,2018-12-07 00:00:00,2.1.4,4.2
744,Branch,FINANCE,4,69973,3800000,1000000,TRUE,0,Everyone,Finance,nan,2018-07-23 00:00:00,1.17.1,4.0
745,"WalletHub - Free Credit Score, Report & Monitoring",FINANCE,4,1311,9300000,50000,TRUE,0,Everyone,Finance,nan,2018-06-19 00:00:00,1.4.11,4.4
746,CreditWise from Capital One,FINANCE,4,26587,8400000,1000000,TRUE,0,Everyone,Finance,nan,2018-07-19 00:00:00,1.18.0,4.4
747,"NerdWallet: Personal Finance, Credit Score & Cash",FINANCE,4,2417,28000000,100000,TRUE,0,Everyone,Finance,nan,2018-03-08 00:00:00,3.5.0,4.4
748,my face,FINANCE,3,1054,9700000,100000,TRUE,0,Everyone,Finance,nan,2018-10-07 00:00:00,2.3.0,5.0
749,Credit Sesame,FINANCE,4,25166,11000000,1000000,TRUE,0,Everyone,Finance,nan,2018-07-25 00:00:00,3.1.16,4.1
750,Fresh EBT - Food Stamp Balance,FINANCE,4,19870,7400000,1000000,TRUE,0,Everyone,Finance,nan,2018-07-24 00:00:00,2.9.5,4.0.3
751,"Hurdlr: Track Mileage, Expenses, and Log Receipts",FINANCE,4,3596,19000000,100000,TRUE,0,Everyone,Finance,nan,2018-07-20 00:00:00,16.6,6.0
752,Mobills: Budget Planner,FINANCE,4,161440,16000000,1000000,TRUE,0,Everyone,Finance,nan,2018-03-08 00:00:00,3.2.18.07.30,4.0.3
753,Everlance: Free Mileage Log,FINANCE,4,7514,14000000,100000,TRUE,0,Everyone,Finance,nan,2018-07-31 00:00:00,1.9.9.9.3,4.4
754,MileIQ - Free Mileage Tracker for Business,FINANCE,4,46106,22000000,1000000,TRUE,0,Everyone,Finance,nan,2018-07-31 00:00:00,1.28.0.5402,4.4
755,QuickBooks Self-Employed:Mileage Tracker and Taxes,FINANCE,4,15141,25000000,1000000,TRUE,0,Everyone,Finance,nan,2018-07-24 00:00:00,4.63,5.0
756,FREE Stock Market Trading Tips,FINANCE,3,714,3600000,50000,TRUE,0,Everyone,Finance,nan,2017-07-06 00:00:00,2.10.3,2.3.3
757,Stock Quote,FINANCE,4,4344,4500000,500000,TRUE,0,Everyone,Finance,nan,2018-07-30 00:00:00,3.6.2,4.0
758,Stock Trainer: Virtual Trading (Stock Markets),FINANCE,4,42809,23000000,1000000,TRUE,0,Everyone,Finance,nan,2018-07-27 00:00:00,3.04 - Beta,4.1
759,US Stock Market,FINANCE,4,1922,4200000,100000,TRUE,0,Everyone,Finance,nan,2018-01-08 00:00:00,1.28,2.3
760,E*TRADE Mobile,FINANCE,3,10658,58000000,1000000,TRUE,0,Everyone,Finance,nan,2018-02-08 00:00:00,6.8.2,4.4
761,MSN Money- Stock Quotes & News,FINANCE,4,78361,22000000,1000000,TRUE,0,Everyone,Finance,nan,2018-05-07 00:00:00,1.2.0,4.2
762,NSE Mobile Trading,FINANCE,4,13868,1400000,1000000,TRUE,0,Everyone,Finance,nan,2017-03-08 00:00:00,1.1.16,2.1
763,"JStock - Stock Market, Portfolio & News",FINANCE,4,11066,9100000,500000,TRUE,0,Everyone,Finance,nan,2018-07-18 00:00:00,1.1.39,4.0
764,Digit Save Money Automatically,FINANCE,4,8188,22000000,100000,TRUE,0,Everyone,Finance,nan,2018-07-31 00:00:00,2.29.01,4.1
765,Current debit card and app made for teens,FINANCE,4,685,21000000,50000,TRUE,0,Everyone,Finance,nan,2018-03-08 00:00:00,3.0.22,4.4
766,Betterment,FINANCE,4,3780,11000000,100000,TRUE,0,Everyone,Finance,nan,2018-03-08 00:00:00,6.0.6,5.0
767,Citizens Bank Mobile Banking,FINANCE,4,15192,38000000,1000000,TRUE,0,Everyone,Finance,nan,2018-05-23 00:00:00,4.2.1,4.1
768,GoBank,FINANCE,4,5950,12000000,500000,TRUE,0,Everyone,Finance,nan,2018-01-06 00:00:00,2.131,4.1
769,NetSpend Prepaid,FINANCE,4,15993,45000000,1000000,TRUE,0,Everyone,Finance,nan,2018-09-05 00:00:00,4.10.0,4.4
770,BBVA Compass Banking,FINANCE,4,5905,50000000,500000,TRUE,0,Everyone,Finance,nan,2018-07-27 00:00:00,6.0.2,4.4
771,Simple - Better Banking,FINANCE,4,7731,24000000,100000,TRUE,0,Everyone,Finance,nan,2018-02-08 00:00:00,2.53.2,5.0
772,PayPal,FINANCE,4,659760,47000000,50000000,TRUE,0,Everyone,Finance,nan,2018-07-18 00:00:00,6.28.0,4.4
773,BankMobile Vibe App,FINANCE,4,14627,23000000,1000000,TRUE,0,Everyone,Finance,nan,2018-09-07 00:00:00,5.1,4.1
774,Netspend Skylight ONE,FINANCE,3,1098,46000000,100000,TRUE,0,Everyone,Finance,nan,2018-09-05 00:00:00,4.10.0,4.4
775,ACE Elite,FINANCE,4,2898,45000000,100000,TRUE,0,Everyone,Finance,nan,2018-09-05 00:00:00,4.10.0,4.4
776,U.S. Bank,FINANCE,4,70782,50000000,1000000,TRUE,0,Everyone,Finance,nan,2018-07-25 00:00:00,2.34.29,4.0.3
777,Huntington Mobile,FINANCE,4,11264,24000000,1000000,TRUE,0,Everyone,Finance,nan,2018-06-26 00:00:00,5.2.203,4.2
778,USAA Mobile,FINANCE,4,100997,33000000,5000000,TRUE,0,Everyone,Finance,nan,2018-07-27 00:00:00,8.44.2,5.0
779,Associated Credit Union Mobile,FINANCE,4,3290,12000000,50000,TRUE,0,Everyone,Finance,nan,2018-05-30 00:00:00,5.9.1.0,5.0
780,Bank of America Mobile Banking,FINANCE,4,341090,53000000,10000000,TRUE,0,Everyone,Finance,nan,2018-07-31 00:00:00,7.8.8,4.4
781,USE Credit Union Mobile,FINANCE,4,964,14000000,10000,TRUE,0,Everyone,Finance,nan,2018-12-06 00:00:00,5.9.1.0,5.0
782,Discover Mobile,FINANCE,4,87951,68000000,5000000,TRUE,0,Everyone,Finance,nan,2018-07-23 00:00:00,9.7.0,4.1
783,Wells Fargo Mobile,FINANCE,4,250719,37000000,10000000,TRUE,0,Everyone,Finance,nan,2018-07-31 00:00:00,6.8.0.109,5.0
784,Capital One® Mobile,FINANCE,4,510401,79000000,10000000,TRUE,0,Everyone,Finance,nan,2018-01-08 00:00:00,5.38.1,5.0
785,Amex Mobile,FINANCE,4,24729,32000000,1000000,TRUE,0,Everyone,Finance,nan,2018-03-08 00:00:00,6.7.0,5.0
786,Citi Mobile®,FINANCE,4,78306,46000000,5000000,TRUE,0,Everyone,Finance,nan,2018-07-31 00:00:00,9.9.0,4.4
787,Navy Federal Credit Union,FINANCE,4,43313,40000000,1000000,TRUE,0,Everyone,Finance,nan,2018-09-07 00:00:00,5.16.2,4.1
788,Chase Mobile,FINANCE,4,1374549,32000000,10000000,TRUE,0,Everyone,Finance,nan,2018-07-23 00:00:00,3.52,5.0
789,Barclays US for Android,FINANCE,4,6998,24000000,1000000,TRUE,0,Everyone,Finance,nan,2018-01-08 00:00:00,6.29.37589,5.0
790,McDonald's,FOOD_AND_DRINK,3,145323,42000000,10000000,TRUE,0,Everyone,Food & Drink,nan,2018-07-31 00:00:00,5.15.0,4.4
791,Cookpad - FREE recipe search makes fun cooking · musical making!,FOOD_AND_DRINK,4,64784,13000000,10000000,TRUE,0,Everyone,Food & Drink,nan,2018-02-08 00:00:00,18.6.0.10,5.0
792,DELISH KITCHEN - FREE recipe movies make food fun and easy!,FOOD_AND_DRINK,4,32997,13000000,1000000,TRUE,0,Everyone,Food & Drink,nan,2018-04-08 00:00:00,2.2.7,4.1
793,Easy Recipes,FOOD_AND_DRINK,4,2707,8900000,100000,TRUE,0,Everyone,Food & Drink,nan,2018-05-15 00:00:00,2.12,4.0.3
794,Tastely,FOOD_AND_DRINK,4,611136,19000000,10000000,TRUE,0,Everyone,Food & Drink,nan,2018-07-13 00:00:00,3.2.0d,4.0.3
795,Frigo Magic: Easy recipe idea and anti-waste,FOOD_AND_DRINK,4,2473,14000000,500000,TRUE,0,Everyone,Food & Drink,nan,2018-07-28 00:00:00,3.1.5,4.4
796,McDonald's - McDonald's Japan,FOOD_AND_DRINK,3,109784,64000000,10000000,TRUE,0,Everyone,Food & Drink,nan,2018-03-08 00:00:00,4.0.30,4.0.3
797,Debonairs Pizza,FOOD_AND_DRINK,3,3320,8400000,500000,TRUE,0,Everyone,Food & Drink,nan,2018-04-08 00:00:00,1.9.117,4.0.3
798,Popeyes® App,FOOD_AND_DRINK,3,61,11000000,50000,TRUE,0,Everyone,Food & Drink,nan,2018-07-23 00:00:00,1.0.2,4.1
799,Dunkin' Donuts,FOOD_AND_DRINK,4,68103,66000000,1000000,TRUE,0,Everyone,Food & Drink,nan,2018-06-20 00:00:00,5.0.0,4.4
800,Refreshing app Free application that can use deal coupons,FOOD_AND_DRINK,3,10741,41000000,1000000,TRUE,0,Everyone,Food & Drink,nan,2018-07-23 00:00:00,5.2.2,4.2
801,Simple Recipes,FOOD_AND_DRINK,4,3803,15000000,500000,TRUE,0,Everyone,Food & Drink,nan,2018-02-22 00:00:00,1.6,4.0
802,Grubhub: Food Delivery,FOOD_AND_DRINK,4,155944,35000000,5000000,TRUE,0,Everyone,Food & Drink,nan,2018-02-08 00:00:00,7.12,5.0
803,Panera Bread,FOOD_AND_DRINK,4,10159,36000000,1000000,TRUE,0,Everyone,Food & Drink,nan,2018-07-17 00:00:00,4.3.3,5.0
804,Chick-fil-A,FOOD_AND_DRINK,4,28008,17000000,5000000,TRUE,0,Everyone,Food & Drink,nan,2018-03-08 00:00:00,6.0.1,5.0
805,hellofood - Food Delivery,FOOD_AND_DRINK,4,43614,25000000,1000000,TRUE,0,Everyone,Food & Drink,nan,2016-12-10 00:00:00,2.14.36,4.0.3
806,Starbucks,FOOD_AND_DRINK,4,455377,35000000,10000000,TRUE,0,Everyone,Food & Drink,nan,2018-01-08 00:00:00,4.11.1,4.4
807,Easy and quick desserts,FOOD_AND_DRINK,4,1398,10000000,100000,TRUE,0,Everyone 10+,Food & Drink,nan,2018-06-14 00:00:00,1.0,4.0.3
808,Chef - Recipes & Cooking,FOOD_AND_DRINK,4,32405,12000000,5000000,TRUE,0,Everyone,Food & Drink,nan,2018-03-07 00:00:00,3.3.21,4.1
809,HungerStation,FOOD_AND_DRINK,3,22513,11000000,1000000,TRUE,0,Everyone,Food & Drink,nan,2018-05-21 00:00:00,5.3.8,4.0.3
810,Dr. Oetker recipe ideas,FOOD_AND_DRINK,4,8509,17000000,1000000,TRUE,0,Everyone,Food & Drink,nan,2018-12-07 00:00:00,3.5.5,4.0.3
811,SONIC Drive-In,FOOD_AND_DRINK,4,19314,43000000,1000000,TRUE,0,Everyone,Food & Drink,nan,2018-07-31 00:00:00,3.3.6,4.4
812,SUBWAY®,FOOD_AND_DRINK,3,21314,41000000,1000000,TRUE,0,Everyone,Food & Drink,nan,2018-07-24 00:00:00,7.9.0.0,4.4
813,Dairy Queen,FOOD_AND_DRINK,3,731,43000000,100000,TRUE,0,Everyone,Food & Drink,nan,2018-07-25 00:00:00,2.1.0,4.1
814,9th stage,FOOD_AND_DRINK,4,454,16000000,100000,TRUE,0,Everyone,Food & Drink,nan,2018-03-28 00:00:00,2.0.0,4.0.3
815,OpenRice,FOOD_AND_DRINK,3,14952,39000000,1000000,TRUE,0,Everyone,Food & Drink,nan,2018-08-06 00:00:00,5.8.5,4.1
816,SarashpazPapion (Cooking with Chef Bowls),FOOD_AND_DRINK,4,1250,13000000,50000,TRUE,0,Everyone,Food & Drink,nan,2018-07-28 00:00:00,3.2.7,4.1
817,Little Caesars,FOOD_AND_DRINK,3,1726,30000000,500000,TRUE,0,Everyone,Food & Drink,nan,2018-07-19 00:00:00,4.26,4.4
818,Recipes Pastries and homemade pies More than 500 recipes for pastries,FOOD_AND_DRINK,4,14065,7100000,500000,TRUE,0,Everyone,Food & Drink,nan,2018-12-06 00:00:00,1.2.2,4.1
819,Om Waleed Sweets,FOOD_AND_DRINK,4,556,23000000,100000,TRUE,0,Teen,Food & Drink,nan,2018-01-25 00:00:00,2.0,4.0
820,"Eat Fast Prepare ""Without Internet""",FOOD_AND_DRINK,4,4925,17000000,1000000,TRUE,0,Everyone,Food & Drink,nan,2018-10-06 00:00:00,3.6.6,4.0.3
821,Wendy’s – Food and Offers,FOOD_AND_DRINK,3,6507,18000000,1000000,TRUE,0,Everyone,Food & Drink,nan,2018-12-04 00:00:00,5.7.0,4.4
822,Healthy Recipes Free,FOOD_AND_DRINK,4,1077,17000000,100000,TRUE,0,Everyone,Food & Drink,nan,2017-10-18 00:00:00,3.2.0,4.0.3
823,ChefTap Recipes & Grocery List,FOOD_AND_DRINK,4,9066,15000000,500000,TRUE,0,Everyone,Food & Drink,nan,2018-04-25 00:00:00,4.0.0.427,5.1
824,Recipe Keeper,FOOD_AND_DRINK,4,1962,22000000,100000,TRUE,0,Everyone,Food & Drink,nan,2018-06-27 00:00:00,3.17.1.0,4.1
825,50 Healthy Slow Cooker Recipes,FOOD_AND_DRINK,4,196,9000000,10000,TRUE,0,Everyone 10+,Food & Drink,nan,2017-02-17 00:00:00,1.2,2.3.3
826,Easy Healthy Recipes,FOOD_AND_DRINK,4,278,7200000,50000,TRUE,0,Everyone,Food & Drink,nan,2018-07-20 00:00:00,24.5.0,4.0
827,Paprika Recipe Manager,FOOD_AND_DRINK,4,1268,2300000,50000,FALSE,4.99,Everyone,Food & Drink,nan,2018-03-06 00:00:00,1.4.4,4.0
828,Yummly Recipes & Shopping List,FOOD_AND_DRINK,4,91359,27000000,1000000,TRUE,0,Everyone,Food & Drink,nan,2018-05-07 00:00:00,2.0.3,4.4
829,Cookpad,FOOD_AND_DRINK,4,131569,8199999,10000000,TRUE,0,Everyone,Food & Drink,nan,2018-03-08 00:00:00,2.76.2.0-android,4.2
830,"BigOven Recipes, Meal Planner, Grocery List & More",FOOD_AND_DRINK,4,31986,76000000,1000000,TRUE,0,Teen,Food & Drink,nan,2017-11-23 00:00:00,5.7.23,5.0
831,Postmates Food Delivery: Order Eats & Alcohol,FOOD_AND_DRINK,3,22875,22000000,1000000,TRUE,0,Everyone,Food & Drink,nan,2018-07-27 00:00:00,4.2.6,5.0
832,OpenTable: Restaurants Near Me,FOOD_AND_DRINK,4,90242,19000000,5000000,TRUE,0,Everyone,Food & Drink,nan,2018-07-31 00:00:00,9.15.0.2020,5.0
833,Munchery: Chef Crafted Fresh Food Delivered,FOOD_AND_DRINK,3,464,28000000,50000,TRUE,0,Everyone,Food & Drink,nan,2018-05-22 00:00:00,2.6.15,4.4
834,Grubhub: Food Delivery,FOOD_AND_DRINK,4,155944,35000000,5000000,TRUE,0,Everyone,Food & Drink,nan,2018-02-08 00:00:00,7.12,5.0
835,Postmates Food Delivery: Order Eats & Alcohol,FOOD_AND_DRINK,3,22875,22000000,1000000,TRUE,0,Everyone,Food & Drink,nan,2018-07-27 00:00:00,4.2.6,5.0
836,EatStreet Food Delivery App,FOOD_AND_DRINK,4,7690,25000000,100000,TRUE,0,Everyone,Food & Drink,nan,2018-03-07 00:00:00,3.1.14,5.0
837,Pizza Hut,FOOD_AND_DRINK,4,321134,30000000,10000000,TRUE,0,Everyone,Food & Drink,nan,2018-12-06 00:00:00,4.7.0,4.1
838,Caviar - Food Delivery,FOOD_AND_DRINK,4,3755,8500000,100000,TRUE,0,Everyone,Food & Drink,nan,2018-07-20 00:00:00,2.4.11,6.0
839,Chick-fil-A,FOOD_AND_DRINK,4,28009,17000000,5000000,TRUE,0,Everyone,Food & Drink,nan,2018-03-08 00:00:00,6.0.1,5.0
840,Uber Eats: Local Food Delivery,FOOD_AND_DRINK,4,333208,34000000,10000000,TRUE,0,Everyone,Food & Drink,nan,2018-01-08 00:00:00,1.161.10002,5.0
841,Seamless Food Delivery/Takeout,FOOD_AND_DRINK,4,35218,34000000,1000000,TRUE,0,Everyone,Food & Drink,nan,2018-02-08 00:00:00,7.12,5.0
842,TheFork - Restaurants booking and special offers,FOOD_AND_DRINK,4,37517,17000000,5000000,TRUE,0,Everyone,Food & Drink,nan,2018-07-20 00:00:00,11.11.1,4.1
843,foodpanda - Local Food Delivery,FOOD_AND_DRINK,4,292969,16000000,10000000,TRUE,0,Everyone,Food & Drink,nan,2018-07-30 00:00:00,4.11.3,4.2
844,Step Counter - Calorie Counter,HEALTH_AND_FITNESS,4,1577,2200000,500000,TRUE,0,Everyone,Health & Fitness,nan,2017-12-08 00:00:00,1.0.7,4.4
845,Lose Belly Fat in 30 Days - Flat Stomach,HEALTH_AND_FITNESS,4,38098,11000000,5000000,TRUE,0,Everyone,Health & Fitness,nan,2018-06-21 00:00:00,1.0.4,4.2
846,Pedometer - Step Counter Free & Calorie Burner,HEALTH_AND_FITNESS,4,31139,6900000,1000000,TRUE,0,Everyone,Health & Fitness,nan,2018-07-24 00:00:00,1.0.11,4.1
847,Six Pack in 30 Days - Abs Workout,HEALTH_AND_FITNESS,4,272337,13000000,10000000,TRUE,0,Everyone,Health & Fitness,nan,2018-06-21 00:00:00,1.0.2,4.2
848,Lose Weight in 30 Days,HEALTH_AND_FITNESS,4,220125,11000000,10000000,TRUE,0,Everyone,Health & Fitness,nan,2018-07-31 00:00:00,1.0.14,4.0
849,Pedometer,HEALTH_AND_FITNESS,4,400592,2900000,10000000,TRUE,0,Everyone,Health & Fitness,nan,2018-04-07 00:00:00,5.23,4.0
850,LG Health,HEALTH_AND_FITNESS,3,20098,25000000,10000000,TRUE,0,Everyone,Health & Fitness,nan,2018-05-14 00:00:00,5.31.75,4.4
851,Step Counter - Pedometer Free & Calorie Counter,HEALTH_AND_FITNESS,4,117925,7000000,10000000,TRUE,0,Everyone,Health & Fitness,nan,2018-07-24 00:00:00,1.0.26,4.1
852,"Pedometer, Step Counter & Weight Loss Tracker App",HEALTH_AND_FITNESS,4,548021,27000000,10000000,TRUE,0,Everyone,Health & Fitness,nan,2018-02-08 00:00:00,p5.7.1,4.1
853,Sportractive GPS Running Cycling Distance Tracker,HEALTH_AND_FITNESS,4,48276,7500000,1000000,TRUE,0,Everyone,Health & Fitness,nan,2018-04-08 00:00:00,3.0.6,4.4
854,Home Workout for Men - Bodybuilding,HEALTH_AND_FITNESS,4,12705,15000000,1000000,TRUE,0,Everyone,Health & Fitness,nan,2018-10-07 00:00:00,1.0.2,4.0
855,Fat Burning Workout - Home Weight lose,HEALTH_AND_FITNESS,4,706,9400000,100000,TRUE,0,Everyone,Health & Fitness,nan,2018-07-24 00:00:00,1.0.5,4.1
856,Buttocks and Abdomen,HEALTH_AND_FITNESS,4,465,6400000,500000,TRUE,0,Everyone,Health & Fitness,nan,2018-07-06 00:00:00,1.08,4.0.3
857,Walking for Weight Loss - Walk Tracker,HEALTH_AND_FITNESS,4,644,5500000,100000,TRUE,0,Everyone,Health & Fitness,nan,2018-07-25 00:00:00,1.0.4,4.1
858,Running & Jogging,HEALTH_AND_FITNESS,4,6238,3900000,500000,TRUE,0,Everyone,Health & Fitness,nan,2018-07-30 00:00:00,1.1.22,4.1
859,Walk with Map My Walk,HEALTH_AND_FITNESS,4,144040,55000000,5000000,TRUE,0,Everyone,Health & Fitness,nan,2018-07-27 00:00:00,18.7.1,5.0
860,Sleep Sounds,HEALTH_AND_FITNESS,4,51227,28000000,1000000,TRUE,0,Everyone,Health & Fitness,nan,2018-07-13 00:00:00,4.0.1,4.0.3
861,Lose Belly Fat-Home Abs Fitness Workout,HEALTH_AND_FITNESS,4,199,8800000,50000,TRUE,0,Everyone,Health & Fitness,nan,2018-07-24 00:00:00,1.0.7,4.1
